Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
3-00192-7501,321 DEAN STREET,BOERUM HILL,R2  -WALK-UP,1,1910,4645,157047,54114,102933,836000,2019
3-01403-7501,1738 UNION STREET,CROWN HEIGHTS,R2  -WALK-UP,26,1921,35732,609588,322660,286928,2109007,2019
3-05628-7507,1239 48 STREET,BOROUGH PARK,R2  -WALK-UP,1,1995,3820,88280,42020,46260,364000,2019
3-01427-7501,762 EMPIRE BOULEVARD,FLATBUSH-NORTH,R4  -ELEVATOR,30,1993,30360,615397,263221,352176,2699000,2019
3-08793-7501,4050 NOSTRAND AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,25,1994,17076,329908,158295,171613,1301999,2019
3-01521-7501,117 HOPKINSON AVENUE,OCEAN HILL,R2  -WALK-UP,15,1995,11056,252187,72859,179328,1405999,2019
3-01309-7501,72 CLOVE ROAD,CROWN HEIGHTS,R2  -WALK-UP,48,1997,65071,1205766,581735,624031,4686996,2019
3-01515-7501,365 MARION STREET,OCEAN HILL,R2  -WALK-UP,20,1995,25632,508026,222998,285028,2173999,2019
3-07414-7501,1208 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY,R2  -WALK-UP,12,1988,14100,296241,119004,177237,1368000,2019
3-01426-7501,645 LEFFERTS AVENUE,FLATBUSH-NORTH,R2  -WALK-UP,22,1925,30700,529882,238539,291343,2150004,2019
3-02152-7501,293 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,4,1995,9696,231444,111116,120328,950000,2019
3-01924-7501,263 CLASSON AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,95,1920,130468,2745047,928932,1816115,14026024,2019
3-00646-7501,224 22 STREET,SUNSET PARK,R2  -WALK-UP,14,1995,10000,290200,97400,192800,1563000,2019
3-00357-7501,296 COLUMBIA STREET,COBBLE HILL-WEST,R9  -CONDOPS,14,1984,9393,255396,90455,164941,1328000,2019
3-06300-7501,2281 82 STREET,BENSONHURST,R2  -WALK-UP,8,1997,8991,132707,70849,61858,436002,2019
3-01526-7501,246 SUMPTER STREET,OCEAN HILL,R2  -WALK-UP,12,1996,15335,320502,148443,172059,1327002,2019
3-01005-7502,357 9 STREET,PARK SLOPE,RR  -CONRENT,131,1920,37880,1280344,486379,793965,6447000,2019
3-03366-7501,1449 BROADWAY,BUSHWICK,RR  -CONRENT,27,1899,26330,635606,294106,341500,2703000,2019
3-01603-7501,85 STUYVESANT AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,24,1903,24880,475457,210982,264475,2000990,2019
3-02147-7505,134 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,36,1997,45801,942585,378774,563811,4336003,2019
3-05468-7503,5120 19 AVENUE,BOROUGH PARK,R4  -ELEVATOR,28,1931,48364,902956,286799,616157,4635001,2019
3-00983-7501,443 4 STREET,PARK SLOPE,R2  -WALK-UP,2,1977,2050,77757,20336,57421,466000,2019
3-00942-7501,121 STERLING PLACE,PARK SLOPE,R2  -WALK-UP,10,1920,27213,1006881,356218,650663,5284001,2019
3-02147-7506,150 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,12,1924,27086,682296,284403,397893,3169998,2019
3-02244-7501,2 LEE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,113,1998,196286,3674474,1955009,1719465,12945026,2019
3-01429-7502,770 LEFFERTS AVENUE,FLATBUSH-NORTH,R4  -ELEVATOR,30,1998,50668,953065,444358,508707,3836010,2019
3-05374-7501,400 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4  -ELEVATOR,22,1989,19110,365192,151160,214032,1619004,2019
3-05703-7502,5823 11 AVENUE,BOROUGH PARK,R2  -WALK-UP,12,1999,20348,372572,157900,214672,1608001,2019
3-03076-7501,14 BOERUM STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,30,1900,34727,1150158,387901,762257,6191012,2019
3-02264-7504,254 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,19,1931,40294,690639,415834,274805,2023006,2019
3-02224-7502,29 HEYWARD STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,1999,22844,529067,119017,410050,3223004,2019
3-02224-7504,35 HEYWARD STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,1998,22704,390055,203428,186627,1374998,2019
3-00947-7501,47 LINCOLN PLACE,PARK SLOPE,R2  -WALK-UP,12,1910,13732,503415,142401,361014,2932001,2019
3-05388-7501,411 DITMAS AVENUE,OCEAN PARKWAY-NORTH,R2  -WALK-UP,3,1930,1859,32793,13478,19315,143000,2019
3-08779-7501,2211 EMMONS AVENUE,SHEEPSHEAD BAY,RR  -CONRENT,151,1999,88448,1779574,857061,922513,7059000,2019
3-08720-7501,150 OCEANA DRIVE,BRIGHTON BEACH,R4  -ELEVATOR,104,2000,153893,3485676,1443516,2042160,15987997,2019
3-02129-7501,53 61 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R2  -WALK-UP,24,1999,36094,997277,378987,618290,4985000,2019
3-02132-7501,401 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,27,1999,36290,1053862,347295,706567,5729001,2019
3-06120-7501,115 96 STREET,BAY RIDGE,R4  -ELEVATOR,13,1988,18432,424120,191324,232796,1828003,2019
3-08720-7502,120 OCEANA DRIVE,BRIGHTON BEACH,R4  -ELEVATOR,50,2000,67114,1788588,510066,1278522,10267003,2019
3-08720-7502,130 OCEANA DRIVE,BRIGHTON BEACH,R4  -ELEVATOR,50,2000,72043,1873838,484849,1388989,11118002,2019
3-02267-7501,111 GERRY STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,25,2001,43571,1250488,410003,840485,6809000,2019
3-07293-7501,1400 AVENUE S,MADISON,R2  -WALK-UP,8,2001,11504,282768,102616,180152,1429001,2019
3-05714-7501,880 60 STREET,BOROUGH PARK,R4  -ELEVATOR,12,2000,16180,325380,141737,183643,1404999,2019
3-08720-7503,60 OCEANA DRIVE,BRIGHTON BEACH,R4  -ELEVATOR,68,2001,115580,3042066,1021727,2020339,16197997,2019
3-06099-7501,52 92 STREET,BAY RIDGE,R4  -ELEVATOR,30,2001,37309,904370,263028,641342,5080996,2019
3-00974-7501,330 2 STREET,PARK SLOPE,R4  -ELEVATOR,36,1984,48738,1691696,352376,1339320,10876998,2019
3-00265-7501,64 COURT STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,33,1921,32500,914550,274625,639925,5171996,2019
3-02403-7501,330 WYTHE AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,75,1914,126785,5253970,2509075,2744895,22293003,2019
3-01219-7501,1062 BERGEN STREET,CROWN HEIGHTS,R2  -WALK-UP,16,1900,13680,266623,150070,116553,884997,2019
3-02129-7502,42 BROADWAY,WILLIAMSBURG-SOUTH,R2  -WALK-UP,31,2000,45445,1294728,414458,880270,7127004,2019
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,68,2001,93981,2300655,866505,1434150,11369974,2019
3-02250-7501,165 HARRISON AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,32,2000,39000,832260,307710,524550,4062008,2019
3-02264-7507,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2001,38600,929488,166366,763122,6036001,2019
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,66,2001,85046,1919488,598724,1320764,10337996,2019
3-02224-7505,23 HEYWARD STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,19,2000,42861,879079,240022,639057,4911006,2019
3-02234-7502,262 HEYWARD STREET,WILLIAMSBURG-CENTRAL,R2  -WALK-UP,12,1999,20816,666736,153830,512906,4165998,2019
3-00336-7502,156 SACKETT STREET,COBBLE HILL-WEST,R4  -ELEVATOR,20,2000,24122,718112,281263,436849,3548006,2019
3-02201-7502,266 KEAP STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,13,1915,25980,541163,224207,316956,2442999,2019
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,22462,608046,208223,399823,3216001,2019
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,48,2001,67712,1834995,562687,1272308,10233009,2019
3-05495-7501,2131 57 STREET,BOROUGH PARK,R2  -WALK-UP,24,2001,61486,1244477,442084,802393,6149006,2019
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,11,2001,11178,312313,155821,156492,1263999,2019
3-01952-7501,233 GREENE AVENUE,CLINTON HILL,R2  -WALK-UP,12,1905,14336,525988,153395,372593,3026000,2019
3-08664-7501,2943 BRIGHTON 4 STREET,BRIGHTON BEACH,R4  -ELEVATOR,19,2001,18207,380526,132547,247979,1913001,2019
3-01128-7501,700 PACIFIC STREET,PROSPECT HEIGHTS,R4  -ELEVATOR,169,2002,230680,5792375,2779694,3012681,23975003,2019
3-01093-7501,145 PROSPECT PARK WEST,PARK SLOPE,R2  -WALK-UP,27,2002,23280,825509,277963,547546,4447000,2019
3-00193-7501,40 DEAN STREET,BOERUM HILL,R2  -WALK-UP,21,2002,25772,901247,342510,558737,4538003,2019
3-01931-7501,320 WASHINGTON AVENUE,CLINTON HILL,R4  -ELEVATOR,25,1900,29054,687127,273108,414019,3266997,2019
3-02132-7502,138 BROADWAY,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,40,2002,73295,2097703,946971,1150732,9315003,2019
3-02383-7501,98 HAVEMEYER STREET,WILLIAMSBURG-NORTH,R2  -WALK-UP,24,2002,28440,892447,277859,614588,4990999,2019
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4  -ELEVATOR,50,2001,67966,1181929,451294,730635,5401000,2019
3-08772-7503,1711 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY,R4  -ELEVATOR,10,2001,14987,342603,100863,241740,1896000,2019
3-02264-7508,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,434059,93833,340226,2722998,2019
3-02264-7509,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2001,16637,434059,93833,340226,2723000,2019
3-02264-7510,551 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2003,16637,439050,94165,344885,2765000,2019
3-02264-7511,555 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2003,16648,439341,94228,345113,2767000,2019
3-00421-7501,344 DE GRAW STREET,CARROLL GARDENS,R4  -ELEVATOR,26,2000,33198,1013203,322685,690518,5608000,2019
3-06269-7501,7902 15 AVENUE,BENSONHURST,R2  -WALK-UP,13,2002,14438,328898,96157,232741,1825003,2019
3-02264-7512,559 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2002,15999,425733,101754,323979,2600000,2019
3-05868-7502,6911 SHORE ROAD,BAY RIDGE,R4  -ELEVATOR,16,2002,30510,678237,277641,400596,3125999,2019
3-08720-7504,40 OCEANA DRIVE,BRIGHTON BEACH,R4  -ELEVATOR,75,2001,146439,3600935,1244732,2356203,18696002,2019
3-02133-7501,159 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,12,2004,23520,616459,216619,399840,3203004,2019
3-01124-7501,579 WASHINGTON AVENUE,CROWN HEIGHTS,R4  -ELEVATOR,16,1984,14269,360150,109871,250279,1994000,2019
3-01715-7501,452 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,1984,17387,439022,135619,303403,2417002,2019
3-01715-7502,450-458 FLUSHING AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,6,1984,10288,373866,134361,239505,1945002,2019
3-01715-7503,456 FLUSHING AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,1,2000,14647,396494,115858,280636,2256998,2019
3-01715-7504,460 FLUSHING AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2000,14869,405478,133078,272400,2193000,2019
3-02267-7502,59 THROOP AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,15,2002,21000,458010,175980,282030,2192999,2019
3-01734-7503,689 MYRTLE AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,45,1947,48243,1270721,406688,864033,6928003,2019
3-01715-7505,464 FLUSHING AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,9,2004,8670,282642,71701,210941,1713001,2019
3-01899-7501,128 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2002,17958,466010,66983,399027,3191002,2019
3-02200-7501,234 KEAP STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,1999,19680,500462,122803,377659,3013002,2019
3-05328-7501,150 OCEAN PARKWAY,KENSINGTON,R4  -ELEVATOR,26,2002,29800,643680,238698,404982,3144001,2019
3-00036-7501,30 MAIN STREET,DOWNTOWN-FULTON FERRY,R4  -ELEVATOR,87,1910,158053,6712511,2215903,4496608,36519001,2019
3-01885-7501,53 FRANKLIN AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,20,2002,24315,580399,250931,329468,2602000,2019
3-02129-7503,45 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,14,1984,14820,413330,185991,227339,1836009,2019
3-02129-7504,41 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,14,1984,14820,420443,177692,242751,1964004,2019
3-06799-7501,1749 EAST 16 STREET,MADISON,R2  -WALK-UP,7,2003,6896,168331,59444,108887,863003,2019
3-00258-7501,60 STATE STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,11,2001,21259,625865,144986,480879,3905000,2019
3-08720-7505,75 OCEANA DRIVE EAST,BRIGHTON BEACH,R4  -ELEVATOR,48,2002,83058,2514996,888721,1626275,13208001,2019
3-02240-7509,57 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,16,2003,24787,516313,110054,406259,3131998,2019
3-02240-7507,51 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,16,2003,24787,516313,110054,406259,3132001,2019
3-05259-7501,101 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,R4  -ELEVATOR,15,2004,11425,368685,101111,267574,2173004,2019
3-01913-7507,664 MYRTLE AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,18915,562910,129568,433342,3518999,2019
3-02251-7501,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,12,2001,29866,676465,268197,408268,3196008,2019
3-05617-7502,1317 46 STREET,BOROUGH PARK,R4  -ELEVATOR,24,2002,46000,1056160,349140,707020,5547998,2019
3-02267-7503,49 THROOP AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,26,2000,40232,939417,319844,619573,4877003,2019
3-01181-7501,255 EASTERN PARKWAY,CROWN HEIGHTS,R4  -ELEVATOR,90,1924,130597,2180970,941604,1239366,9057995,2019
3-02137-7502,102 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,28,2002,59400,1649538,482922,1166616,9413996,2019
3-00319-7501,42 TIFFANY PLACE,COBBLE HILL-WEST,R4  -ELEVATOR,12,2002,14291,370280,113613,256667,2053002,2019
3-02408-7501,236 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,16,2002,17766,580238,197203,383035,3110000,2019
3-01041-7501,544 5 AVENUE,PARK SLOPE SOUTH,R2  -WALK-UP,18,1925,19844,596312,188518,407794,3311999,2019
3-01885-7503,38 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,20,2004,26014,615491,272887,342604,2703000,2019
3-08720-7506,70 OCEANA DRIVE WEST,BRIGHTON BEACH,R4  -ELEVATOR,48,2002,65182,1647801,582727,1065074,8490998,2019
3-00055-7501,79 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4  -ELEVATOR,37,1920,35464,1376003,481601,894402,7263998,2019
3-01914-7502,163 SKILLMAN STREET,BEDFORD STUYVESANT,R2  -WALK-UP,14,2003,17065,365362,167920,197442,1530003,2019
3-06579-7501,1460 WEST 5 STREET,GRAVESEND,R4  -ELEVATOR,10,2003,13257,287147,110829,176318,1370001,2019
3-08811-7501,3392 GUIDER AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,15,2003,24371,615124,176202,438922,3497001,2019
3-02240-7512,82 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,17,2002,17772,449454,148396,301058,2401005,2019
3-02240-7513,86 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,16,2002,15052,247003,88807,158196,1151003,2019
3-02240-7514,90 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,17,2002,16059,278302,99566,178736,1320001,2019
3-08810-7502,3415 GUIDER AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,18,2003,19690,494416,169728,324688,2584002,2019
3-02406-7501,299 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,32,2003,36768,1171796,373931,797865,6479999,2019
3-02260-7501,760 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,33,2004,40200,918168,231552,686616,5384004,2019
3-02000-7501,124 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,43,2003,32500,963950,354250,609700,4951992,2019
3-02240-7518,13 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,2003,21510,486556,108410,378146,2960998,2019
3-02230-7504,15 LYNCH STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,2003,26762,608568,111865,496703,3892005,2019
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4  -ELEVATOR,38,2003,49768,1341745,581290,760455,6111990,2019
3-06133-7501,9935 SHORE ROAD,BAY RIDGE,R4  -ELEVATOR,24,2004,35522,834057,345274,488783,3850998,2019
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4  -ELEVATOR,20,2003,27584,612365,199984,412381,3217996,2019
3-08783-7502,2806 EAST 23 STREET,SHEEPSHEAD BAY,R4  -ELEVATOR,12,2001,18590,401172,143515,257657,2000000,2019
3-02183-7501,202 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,1998,13669,347056,80784,266272,2123005,2019
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4  -ELEVATOR,18,2003,15780,450835,130658,320177,2592003,2019
3-02240-7516,5 UNKNOWN,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,2002,28727,644347,127835,516512,4036999,2019
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,10,2003,16833,421330,78610,342720,2728004,2019
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,6977,199193,48211,150982,1222000,2019
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,8445,222864,79890,142974,1146000,2019
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,7526,220888,58477,162411,1317999,2019
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,8270,227839,60702,167137,1347998,2019
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2  -WALK-UP,16,2001,19238,661980,282991,378989,3077996,2019
3-06651-7501,202 QUENTIN ROAD,GRAVESEND,R4  -ELEVATOR,13,2002,11525,346096,93814,252282,2049000,2019
3-00915-7501,755 40 STREET,SUNSET PARK,R4  -ELEVATOR,12,2002,10194,245268,93173,152095,1203000,2019
3-08810-7503,3411 GUIDER AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,6,2004,8235,161653,58221,103432,787000,2019
3-07435-7501,2573 EAST 14 STREET,SHEEPSHEAD BAY,R4  -ELEVATOR,9,2004,8745,220461,69086,151375,1206000,2019
3-01164-7502,222 PARK PLACE,PROSPECT HEIGHTS,R2  -WALK-UP,14,2004,24639,739170,191445,547725,4448000,2019
3-01763-7505,201 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,18,2004,24200,649770,191664,458106,3682000,2019
3-01763-7503,197 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,18,2004,24200,661144,173272,487872,3926999,2019
3-01763-7504,195 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,18,2004,24200,621698,133584,488114,3898001,2019
3-01763-7501,191 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,18,2004,24200,609356,124146,485210,3865004,2019
3-02240-7511,40 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,12,2002,27648,520335,293898,226437,1707003,2019
3-06562-7501,2469 65 STREET,BOROUGH PARK,R4  -ELEVATOR,8,2004,8160,193310,56794,136516,1076998,2019
3-00389-7501,328 BERGEN STREET,BOERUM HILL,R2  -WALK-UP,20,2004,32490,1247291,335622,911669,7404006,2019
3-08801-7503,3105 EMMONS AVENUE,SHEEPSHEAD BAY,R2  -WALK-UP,12,2004,15028,336327,110005,226322,1769000,2019
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,20470,537747,115041,422706,3386000,2019
3-02129-7505,34 BROADWAY,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,14,2003,20160,518918,234461,284457,2273000,2019
3-02230-7505,5 LYNCH STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,11,2004,32400,875772,290952,584820,4704000,2019
3-02137-7503,407 BERRY STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,12,2004,10001,287529,137314,150215,1217007,2019
3-02263-7502,713 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2  -WALK-UP,12,2004,20148,490201,210748,279453,2214000,2019
3-02263-7503,717 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2  -WALK-UP,12,2002,20931,504228,229613,274615,2172999,2019
3-02263-7504,721 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2  -WALK-UP,12,2002,15840,316325,113890,202435,1546002,2019
3-02703-7501,169 ENGERT AVENUE,GREENPOINT,R2  -WALK-UP,26,2004,23450,423273,177282,245991,1835002,2019
3-02132-7503,170 BROADWAY,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,12,2003,11981,341219,143293,197926,1601002,2019
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,36,2003,58244,1660536,496239,1164297,9424996,2019
3-06253-7502,105 KINGS HIGHWAY,BENSONHURST,R4  -ELEVATOR,19,2003,35700,1056720,334152,722568,5867994,2019
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2  -WALK-UP,16,2003,19350,622877,208593,414284,3364999,2019
3-01272-7501,866 EASTERN PARKWAY,CROWN HEIGHTS,R4  -ELEVATOR,22,2002,39964,887600,373663,513937,4011006,2019
3-08792-7502,2800 EAST 29 STREET,SHEEPSHEAD BAY,R2  -WALK-UP,18,2004,27850,626625,218623,408002,3192001,2019
3-06766-7501,2072 OCEAN AVENUE,MIDWOOD,R4  -ELEVATOR,13,2003,20340,421241,126922,294319,2264997,2019
3-01899-7503,94 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2002,17354,428297,145253,283044,2248000,2019
3-01899-7505,98 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,27054,589507,135541,453966,3529002,2019
3-02241-7528,115 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2004,25452,670660,170528,500132,4009992,2019
3-02241-7529,119 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2004,26950,707707,179487,528220,4232003,2019
3-00874-7502,319 18 STREET,SUNSET PARK,R2  -WALK-UP,13,2004,12334,349669,107059,242610,1962004,2019
3-02241-7530,146 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2004,23692,626653,159921,466732,3741998,2019
3-02241-7531,150 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,14,2004,25452,659970,174601,485369,3881994,2019
3-01270-7502,636 EASTERN PARKWAY,CROWN HEIGHTS,R4  -ELEVATOR,12,1910,27608,800356,309486,490870,3980000,2019
3-02130-7501,60 BROADWAY,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,130,1916,148767,5821253,2619787,3201466,26003002,2019
3-02833-7501,99 KINGSLAND AVENUE,GREENPOINT,R2  -WALK-UP,24,2005,14248,393815,113842,279973,2256997,2019
3-00964-7501,28 GARFIELD PLACE,PARK SLOPE,R4  -ELEVATOR,8,2004,13361,376780,105285,271495,2194000,2019
3-01900-7502,876 BEDFORD AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,12,2004,14095,341663,102471,239192,1895004,2019
3-07260-7501,2827 OCEAN PARKWAY,BRIGHTON BEACH,R4  -ELEVATOR,12,2001,18063,413281,187675,225606,1769998,2019
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4  -ELEVATOR,99,2003,73232,3261021,815072,2445949,19863001,2019
3-02857-7501,258 RICHARDSON STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,12,2002,17350,503497,142270,361227,2928996,2019
3-02049-7501,176 JOHNSON STREET,DOWNTOWN-METROTECH,R4  -ELEVATOR,56,1926,58179,2257345,722583,1534762,12466003,2019
3-03023-7501,63/69 STAGG STREET,WILLIAMSBURG-EAST,R2  -WALK-UP,16,2004,25336,643028,224224,418804,3339002,2019
3-02264-7514,274 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2005,32854,809194,145215,663979,5273000,2019
3-02264-7513,282 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2003,45000,1109250,238950,870300,6911006,2019
3-02264-7518,268 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,28,2005,32523,801367,143752,657615,5222004,2019
3-00974-7503,354 2 STREET,PARK SLOPE,R4  -ELEVATOR,30,2004,30802,987204,281222,705982,5734001,2019
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12338,330905,67736,263169,2114998,2019
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,20,2003,13496,398402,119305,279097,2266997,2019
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12110,322853,63578,259275,2081998,2019
3-02875-7501,246 WITHERS STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,25,2003,24897,723507,234281,489226,3967001,2019
3-06622-7501,1642 WEST 9 STREET,GRAVESEND,R4  -ELEVATOR,21,2004,18571,396677,125354,271323,2101004,2019
3-01960-7501,430 CLINTON AVENUE,CLINTON HILL,R4  -ELEVATOR,48,1930,38056,1253945,587965,665980,5409005,2019
3-01734-7515,86 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2004,12164,383288,134534,248754,2019997,2019
3-01734-7516,90 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2004,16013,345881,121058,224823,1745002,2019
